term,component_1,component_2
alternative,0.044152770683452205,0.055090354247416165
cities,0.0444158174359585,-0.06382638819653194
susceptibility,0.04451187326492746,1.4952528503466918
resistance,0.044536217712505446,0.9593712292403433
interactive,0.044660802662350146,-0.3150198242625228
offering,0.04492745881896814,-0.23342291290983908
condition,0.045035618095303605,0.23345869333702743
enhance,0.04511677282670598,-0.19843044367309864
depending,0.045331773777980776,0.16237196205059254
ideal,0.04634159075146155,0.006900838119742846
shape,0.047012458331255925,0.05603962428438837
consistently,0.04735579163953686,0.08471020654130045
resistant,0.047860876599683175,1.5430734782903042
developers,0.04905952646062757,-0.32143433822333994
domains,0.049164465549002424,-0.12984089422041326
stroke,0.050129997650866384,0.34548626828124
designing,0.05033123313112334,-0.16066135517678953
employing,0.05063560074336546,-0.111518339547353
added,0.050848853252013035,0.13866981651901839
failure,0.05097750056854282,0.130691038714755
productivity,0.051610712533713916,-0.018283938952238014
decision,0.05178571453131958,-0.1438987842874925
state,0.05253765416757499,0.03192198114331601
interactions,0.052717242489974676,-0.008598906554364641
balance,0.05361440912282896,0.03021864196643421
easy,0.053652466966552605,-0.0867676996690504
completely,0.05378719124177512,0.23083064881089957
evaluation,0.053834554854137566,-0.024497655683895447
produced,0.05396583968078744,0.2494602147210761
different types,0.054163603994926035,0.056160254071915654
position,0.05430253334108799,0.052296383681938695
distinct,0.05451389182381762,0.144354752721479
enhancing,0.054664126515860306,-0.227405466552905
standard,0.054750756821452445,0.19735416939172704
actual,0.05504677940546137,-0.0006158447084743915
difficult,0.05536796808926567,-0.030577807074297702
app,0.055414026842028966,-0.22273469104998592
characterized,0.055553119948508804,0.3213928632669359
depends,0.0556894324004435,0.05971324706081968
discovery,0.05653981827340717,0.015994021763457576
web based,0.05692759036491998,-0.2573868167627738
phases,0.057428142050594995,0.0892784779833424
scale,0.05761837729504645,0.10399844418817544
incorporated,0.05765647632742516,0.023225788449015367
base,0.05801546942033371,0.05009559928477218
consistency,0.05828375853384438,0.020494452526009017
hard,0.0592033006354092,-0.0073600382143493865
bridge,0.05946709487257113,-0.13390833682847486
room,0.059883413427787725,0.11148566371014329
proved,0.06127292641107298,0.13369087509629943
times,0.062136686192476046,0.17251493511706423
contrast,0.06254845428068613,0.18523207727048815
leads,0.06450637698430914,0.07513484651040721
recognize,0.06470103402436632,-0.10353714678657551
details,0.06483077022367395,-0.03363111474537739
expansion,0.06500496746188611,0.01215214918678669
alignment,0.06503106904159343,-0.15366905585368013
resource,0.06558379640234287,-0.1650861605587357
partial,0.06561215355254832,0.10989302398313143
extension,0.06586148689407886,0.052823095177987466
diagnosis,0.0669371964717707,0.26993081795085033
isolated,0.06710461019648577,1.0675366402848698
entire,0.06710609207658104,0.0632300013439697
voice,0.0673300625968774,-0.21918093154567045
applicable,0.06739358996439046,0.01965664281288879
usually,0.06759427384502668,0.10448293050329345
infrastructure,0.06775043473026938,-0.22669085586549667
high quality,0.06792000768374114,-0.0536054164111498
light,0.06885211040660862,0.09147566429517036
producing,0.06914771400671929,0.35367873320466325
video,0.0692219716107036,-0.16691274339344903
aiming,0.0693298921671348,-0.15286826155679567
morphological,0.06947457896412797,0.43823565104869666
evaluations,0.07022380980501564,-0.07047061267506183
consists,0.07033276555545923,-0.015204162288927695
climate,0.07051715329535849,0.15180965374150676
reality,0.07103705399848759,-0.27589385958261875
bacterial,0.07130048047548747,1.5006632803036513
technology,0.07185834885614908,-0.23672964640464977
muscle,0.07191971102640603,0.5109059642664605
functions,0.07206965479902938,-0.017884551355656683
detailed,0.07246400055678115,0.01801897844550846
typically,0.07275925674912491,0.040176929338851954
coli,0.07296032683378749,1.8708396483196816
highest,0.07377610473621986,0.4291057135077771
patterns,0.07420568615896789,0.10791553278273686
produce,0.07435354189494674,0.12185178898827627
allow,0.07472328283280562,-0.03717929288056661
directly,0.0751502280317769,0.034379342638999506
inter,0.07526735597089663,0.0898771211540169
forces,0.07546562042982129,0.10598610802533956
scales,0.07579160702513581,0.2071520877994478
drivers,0.07677008754713575,-0.017036479070287214
agreement,0.07793535442737759,0.2413063423490309
utilized,0.07808283589970921,0.016738183159480675
capacity,0.07808935465986959,0.06801471839918402
climate change,0.07810630177846994,0.148352585256261
directions,0.07861320749221802,-0.15354273558529638
bacteria,0.07929711103490163,1.5140624997565482
rule,0.07996524705345916,-0.019937032225750193
lowest,0.08000044615476372,0.4589059834049177
composition,0.08011696275332286,0.4838115726824593
production,0.08022415257182397,0.20547083229572286
threat,0.0802319278651027,0.14494918293486062
introducing,0.08078421317594264,-0.10991010123373063
assisted,0.08081561908762756,-0.04956512018822535
property,0.08137265582951608,0.08094483195973964
ensuring,0.08182381557152817,-0.2142462500095537
usability,0.08236646584172155,-0.21063419726356863
interact,0.08245742812650086,-0.22361773948815034
square,0.08271710894625392,0.24995135372558558
degrees,0.08325416460366378,0.17512149388238837
green,0.0838612325502859,0.09723755128991303
hand,0.08483756149691975,0.016415774414686325
caused,0.08522007844792384,0.313186005415222
sensory,0.08528105845755567,0.12340606413089601
response,0.08588992079576419,0.11277653192436925
improvements,0.08763198801912495,-0.055990715050030455
additionally,0.08831520973788322,-0.029480250031750675
lines,0.08977860287544694,0.16612672429311612
extend,0.0898493001044289,-0.04577267217065313
comfort,0.0898646814672736,-0.053133300139452104
industries,0.09036444394456711,-0.15947517782824927
environmental,0.09063121099305761,0.10020102828641864
fish,0.09065204024967953,0.6043510090603251
integration,0.0906858602341255,-0.2837572148322027
selecting,0.09112723759389356,-0.003571030310615444
direction,0.09196492509878824,0.04607647313947539
variation,0.09226910337952664,0.35349638492577934
personalized,0.09230487377726557,-0.3425719545530585
fields,0.09368959000768916,-0.06742393531957327
intensive,0.09372251315850792,0.019764499375201545
overcome,0.09429467941595354,-0.0958668840326906
source,0.09511313776079589,0.09150215482519444
event,0.09541969025037496,0.06581813628827929
trade,0.09592587318706433,-0.05624556501143648
forward,0.09623354233845788,-0.08511658965598695
acquired,0.0968708808449605,0.20374421067168202
structures,0.09714021378506286,0.0799984747313771
upper,0.09727545024846253,0.3313731229373051
fully,0.09767371253836447,-0.011522568128734966
aware,0.09880034243642313,-0.15521147008236563
safety,0.09885292963609837,0.044972978783087
maintenance,0.09902540645532079,-0.06341189699217131
small,0.09909609713071496,0.12071314471775156
utility,0.09965666026603659,0.02677117813875065
structure,0.10006120928932186,0.10873115279976678
implemented,0.10019414397724216,-0.10121482023364249
representation,0.10057433009002445,-0.08606773238076426
easily,0.10115968960638733,-0.0477249288526384
incorporating,0.10128159672854903,-0.10954884346760703
recent years,0.10152512838225104,-0.033146170927677986
dependent,0.10182503899688032,0.21111948520509444
cluster,0.10298290549670938,0.19454735046880814
cycle,0.10315656385483592,0.09971033043530335
unknown,0.10338530819678764,0.2579778590436528
strains,0.10366761675103621,1.6228206125628089
indices,0.10439510589567734,0.37530874336577075
drive,0.1046287163763798,-0.07654134441557756
mobility,0.1051697546500577,-0.03347249201193241
biological,0.10552640062181042,0.4210164913662147
integrating,0.10567479321537793,-0.254563265814933
advantage,0.10689964060343075,-0.0741085045405138
utilization,0.10739782163923323,-0.020425440092199883
uncertainty,0.1079046673718561,0.025305285472729824
integrity,0.10834656987908652,-0.14238916009515537
comparing,0.10983649451483758,0.14542415282553803
determination,0.11002673835546516,0.29765473780416873
rapidly,0.11018213032074249,-0.04153600247353093
series,0.11025131685000963,0.10453535173042292
profiles,0.11056302996673074,0.36148342879514317
equivalent,0.11114791530197785,0.23341077438421226
human,0.11121928466945119,-0.06267720356772978
utilize,0.1113314526707888,-0.11639431760099683
unit,0.11152328776270759,0.12646185168381593
approximately,0.11246654375417726,0.28821101243287667
powerful,0.11305177391379244,-0.09541425568543037
feasible,0.11310377594594363,0.04161929185753925
component,0.11409671597088017,0.07607055640656435
characteristic,0.11449637950352724,0.2371133942942999
classical,0.1145921560927614,0.057207136152265886
run,0.1146107304769943,-9.264708537662283e-05
evolution,0.11497346546214199,0.03222413441049833
reliability,0.11512010484589233,-0.03353502008441656
microbial,0.11595135651749981,1.0927309426812097
require,0.11612805579337679,-0.036385942148792635
recently,0.11657011458707743,0.09019499010073799
emotion,0.11702871520536216,-0.13450112433015518
distinguishing,0.1174649825320849,0.14860545211375617
immersive,0.11756101963125005,-0.39024627755158725
requirement,0.11757587233806031,-0.046858698082469334
coverage,0.11771230286090126,0.04558229064417143
size,0.11789803120224292,0.2177010016762958
humans,0.11826983010361608,0.09906984210010777
element,0.11847510401976935,0.09505522115989844
step,0.1185094333264878,0.03291252907749729
ranging,0.11920912719123447,0.19212032778235685
big,0.11952811486295684,-0.22530690674559947
genes,0.119877732736571,1.3522863768186546
advancement,0.12121785489624627,-0.2714481875639036
users,0.12130863040248752,-0.24876331415387296
architectural,0.12132075613411265,-0.22073128712828
flexibility,0.1219058668493598,-0.1634951316418707
cues,0.12206669858960933,-0.029812468203855347
random,0.12231791688977595,0.0994201641775507
simple,0.12280800309536356,0.07464890579322668
red,0.12324180245277551,0.4107374535364045
function,0.12342965723547591,0.13616737488818573
code,0.12348959490671205,-0.0915433584557809
privacy,0.12402231577574575,-0.37437381512320766
technologies,0.12411472570783258,-0.3125416325225344
zone,0.12436953383192488,0.40318559508096535
maintaining,0.12444964796167188,-0.07407805254347802
head,0.12458331725467017,0.0694992058192853
natural,0.1250923999546349,0.038696268910509424
supply,0.12557546292083446,-0.036809242720885094
gene,0.12571586247874114,1.1662929127429633
strength,0.1257413113766251,0.28342532535802023
distinguish,0.12599078554837473,0.2115554503804002
effectively,0.1260690989775832,-0.1071233312293886
regions,0.12622513805685695,0.21665743130620027
results obtained,0.12644194290264088,0.18981168321328776
inside,0.1269204266895719,0.05922554234274399
extended,0.1272233650197154,0.12032848719431492
recovery,0.12739057042458368,0.292653381894414
testing,0.1276248315560574,0.0865036060281055
identification,0.12823701343378255,0.13932368332029968
containing,0.12854347583001383,0.4102489946423235
pattern,0.12855722846008455,0.2960671190599891
double,0.12866148488152865,0.33303437940319497
excellent,0.13009965999582282,0.1419943783339162
normal,0.13013522052966991,0.313702596380679
commonly used,0.13070456040467285,0.33126032990719256
inherent,0.13116881388086443,-0.06421560598859749
clusters,0.13122883095867646,0.1660028676097021
release,0.13165860255026673,0.3159190323438301
database,0.13184830813685094,-0.04439979126866256
dynamics,0.13190908188681386,0.09362439191384714
quickly,0.13243872615608235,-0.08158918915335642
interaction,0.13277256409524216,-0.15064383768952674
selection,0.13309665474991603,0.07107890339495082
achieve,0.13328171502833303,-0.0764630617444552
river,0.13356979182661094,0.42658183373345254
space,0.13396375799244098,-0.030002767027037167
constant,0.1342475837204118,0.20580625725019044
visual,0.1346855017023658,-0.08217115774290637
composed,0.1349550933661829,0.15364860673299363
reality vr,0.13503334677451104,-0.30657702233880835
modified,0.1351175123743223,0.2769998631591695
combination,0.13561608280577975,0.15254522001255033
tested,0.13651170720825295,0.2590273456012974
wide range,0.13677188829787681,0.020253761178196678
performing,0.13694700001007,0.02474654119759875
passive,0.13703163329050239,0.05267259848503307
desired,0.1372885726812801,-0.007826292834778809
subsequently,0.13752017726486762,0.11328512231302797
movement,0.13793582694781387,0.0624471301301033
costs,0.1381993336522282,-0.052604480729967096
utilizing,0.13824574335954995,-0.12019195974081248
virtual,0.13829090533003635,-0.27333773559377345
micro,0.1383794519812384,0.09370730369756981
confirm,0.13860040667826393,0.135832196597314
limits,0.1386858500994482,0.1531742689572816
mitigate,0.13873580893732784,-0.0201712951389756
integrated,0.13938155315260092,-0.12536706065054468
frame,0.1399842340738093,-0.018349661365145892
representations,0.140404871821883,-0.10461862539192031
screen,0.14067419795469951,0.00999291426843344
requiring,0.14129807840009553,-0.03721758055068856
characterize,0.14134639007979305,0.3463371141954113
commercial,0.14149493697796892,0.10745877309116833
measured,0.14153066986754245,0.36057742565763884
employs,0.14357373447222452,-0.21069214835455907
tasks,0.14361633427330087,-0.14961181494533654
joint,0.1436429963486448,0.10581913934223057
designs,0.14381351168621095,-0.08053512022005133
resulting,0.14400968628134575,0.11155907088557217
force,0.14452613103234782,0.11126258183458973
typical,0.14461237782484324,0.12895279528451556
requirements,0.14474507208013182,-0.1325856188578091
car,0.14478750784337838,-0.02125381917871948
relative,0.1450744097348474,0.31848908251431696
engineering,0.14553301434114815,-0.11481201788455452
successfully,0.14588529229671907,0.045985570340913676
virtual reality,0.146508056097334,-0.28409692629639793
reduction,0.14708315252900164,0.20283680318030733
logic,0.14787527677870876,-0.1635602570232109
sets,0.1483972812514251,0.03293108675297591
increases,0.149029672560712,0.16590496967009147
constraints,0.14924579235564567,-0.10774925632012398
advances,0.14924652465094473,-0.1490216215694985
validated,0.15022186791144213,0.1215326480624184
buildings,0.15025481102303256,-0.024027812995068055
reduce,0.15071495049309383,0.08303835748622726
laboratory,0.15081041952609836,0.35323277840774264
controls,0.15101741010559117,0.25534993710980347
obtain,0.15107651342000467,0.09581421070007824
chain,0.15122048982467678,0.042504676150473174
limit,0.1519379108304801,0.23687931788922745
application,0.1523426297220235,-0.09512126480869036
friendly,0.1534395099972466,-0.16834221489813683
exhibited,0.1548563969876276,0.555348719019093
greatly,0.15596914306577644,0.042705498195090376
conditions,0.15643005632382181,0.19162925823034796
constructed,0.1571628624857892,0.06484617065441133
demand,0.15747330609827184,-0.08523668530256054
mathematical,0.15785840253081343,0.02137889860918516
weight,0.15797872680657166,0.42823505424424535
augmented reality,0.1583304026178093,-0.4334271997281443
designed,0.15853978092736107,-0.07726885763474185
protocols,0.15976166085554513,-0.017841676277784577
mass,0.1601028214770918,0.38004332103577504
continuous,0.16125433316811524,-0.017135553496935865
modelling,0.16127423041477687,-0.01718137508616407
intensity,0.1614810978188798,0.32808672402273964
task,0.16162922953690212,-0.06987102055110676
skin,0.1625217697764973,0.4366980452734237
length,0.16441444631410898,0.371502272936467
waste,0.1648595647008966,0.15546465934650314
enable,0.16521831349345578,-0.16926977761130874
targets,0.16559191734871515,0.08431321923110899
controlled,0.16586530808804006,0.1932039302675165
allocation,0.16591600481929683,-0.13493136068298842
intelligence,0.16621815453189315,-0.41167296536044157
minimal,0.1665549290993103,0.10668693071965712
solutions,0.16713195925579635,-0.18415404499259433
path,0.16735235763424666,-0.0583235650062164
sensitive,0.16763283952693997,0.2251799424938559
surveillance,0.16809818503364207,0.2497660031014917
derived,0.16814054686498203,0.21681169842817422
minimum,0.16837208529578265,0.3232112787941765
spectrum,0.16887961558060924,0.37060187719094384
coefficient,0.16923177892109612,0.29408264396455713
agent,0.16958586687139668,0.12136875254970457
genetic,0.1697712004238043,0.5192627644257242
modes,0.17035543682462725,0.0413353960936231
stimuli,0.17044469831751866,0.14429640073334812
color,0.17068155791678952,0.15369341238722828
intelligence ai,0.1709896184093133,-0.5100441995845312
time,0.17198244825423128,0.00999706410665454
map,0.17206496464995183,-0.00919510454937255
probability,0.17270528979705463,0.1814845123114755
location,0.17281399730821198,0.05452864996791144
reducing,0.17303765607958674,0.0603056115044657
estimated,0.17361723751497712,0.3701601574386438
distance,0.1743692061874011,0.08273374759753045
diffusion,0.17446381184996507,0.7407383949833245
org,0.1756789432389527,0.03617932235279573
exhibit,0.17618322293705208,0.20873160555847867
plants,0.17708548769995527,0.5722408130558625
physiological,0.17729943653981123,0.2878656148685646
controlling,0.17737779234911075,0.14556698294908393
transportation,0.1780187798027627,-0.05800905677529327
object,0.1795893258140784,-0.081404456939206
eye,0.1806173865634692,0.03994542672912639
platform,0.18068743426348266,-0.24286401397051383
paper describes,0.1808388660808903,-0.1400122414231065
rapid,0.18216516607348773,-0.01486613327113296
hierarchical,0.18220176445376107,-0.01111931296031854
introduced,0.18317662693545558,-0.002683921125717518
challenging,0.18350975335138933,-0.05531808325908547
allows,0.18404637416833877,-0.08793671746691242
rely,0.18421717949912472,-0.10521350676997965
demonstrating,0.18496682456900312,-0.05386647284840588
advantages,0.18502711734598296,-0.11682291781063678
enhanced,0.18533228555125397,-0.05056823082955882
sea,0.1859833219416959,0.3888322886590659
augmented,0.18606432448062624,-0.3782356190985378
allowing,0.18670152205862214,-0.11443055365519027
environments,0.18729744143758068,-0.18168982677906761
driven,0.18741783847504945,-0.19911850575567888
respectively,0.1876680404081819,0.49404224733812885
software,0.18779222554931235,-0.16281706882205765
distributed,0.18897759217516422,-0.04854582015400774
built,0.18933455966600138,-0.08277246694645464
single,0.18986440272283736,0.14396169439667428
comparable,0.19008210097535785,0.2404994427557939
complexity,0.19059902592569547,-0.10249138958149158
smaller,0.19064511715023374,0.2533783707338453
extensive,0.19099921760969416,-0.020600153157265256
protocol,0.19103886655520963,0.05795475745343358
advanced,0.19198699367736244,-0.16597516054646333
experiment,0.19207821503466904,0.13969404520649248
equipment,0.19251026285310657,-0.012274272190962427
artificial intelligence,0.193140459801896,-0.45945366238958374
moving,0.19358016820249238,-0.018969221059701596
simultaneously,0.19479242835392527,0.043467482146327334
generating,0.19482387777931567,-0.069397433364355
calculated,0.1952846188894883,0.4142278649747284
mapping,0.19542194671902663,-0.02405819487180107
mobile,0.19625007184289514,-0.21250974407754467
plant,0.1969156197854202,0.5651438759962403
feed,0.19716985776881638,0.550973717243804
heavy,0.19729346099355854,0.3110521518678027
variations,0.19761430505755753,0.24311516061351107
short term,0.19780476486395374,-0.0026021517457801647
distribution,0.19806721831676743,0.23512979049005545
enhancement,0.19810531044843546,-0.025869387318498138
touch,0.19817286023257877,-0.14994097917791255
feasibility,0.1985598081611084,0.0055332389106609835
display,0.19976855968284626,-0.08701027987838608
physics,0.2000427759733417,0.01623159520420258
reaction,0.20007691426677973,0.47401134961571184
programming,0.20051440462618375,-0.21992565796695343
predicted,0.2005798413598915,0.2941631015370445
threats,0.20065404774713969,-0.2080262042665404
marine,0.20080789053054468,0.4072424783180704
soft,0.20104213042536326,0.09605863573261936
variability,0.20136802785885097,0.3072911804729449
embedded,0.20143750794510168,-0.15492268852786803
locations,0.20161987173505205,0.15189496260170737
achieving,0.20210136616093408,-0.09792225674243688
handling,0.2031066717925392,-0.08251633963947874
multimodal,0.20350382458353622,-0.22655792714758158
pressure,0.20352220334200014,0.26536502125533873
road,0.203643242216089,0.02767610766260365
solve,0.20456812939379926,-0.11186499916372991
flexible,0.20511215305294653,-0.1392351782341118
sizes,0.20769029690819113,0.23473710980923143
scenario,0.20838467907706126,-0.06832251697535224
functionality,0.208832625876472,-0.1930558766394317
generated,0.20928690893478744,0.0036388925578056666
pollution,0.20933988010523674,0.3047535309697473
net,0.21048474873268172,0.097445443342309
estimates,0.21137417672434097,0.3026868613225592
phase,0.2118486286669962,0.21603651517930428
driving,0.21255094229319088,-0.06268114532390688
enhances,0.21271577751261087,-0.2454617697393474
navigation,0.2128228560296556,-0.19158285355148552
parallel,0.21287759296194564,0.06025211663971236
mining,0.21296666830393304,-0.0463419088162181
solid,0.21344348727902587,0.2816552277765968
firstly,0.213684377763117,-0.013769320708485463
strain,0.2140964397595052,0.7865956248282264
errors,0.21461314965462755,0.028522454930312177
applicability,0.2160207633420525,-0.029988853846849912
dry,0.21602826246188875,0.6594302854073313
user experience,0.2162882993495694,-0.37095183729838466
loss,0.21656726188593498,0.1887364552662845
domain,0.21800279741252584,-0.11442261143535919
objects,0.21854710458811777,-0.11971363507582707
damage,0.21902419519938865,0.29185755787456114
suitable,0.22092061198463336,0.05653407176472582
track,0.22112129079548032,-0.04040455675826638
extreme,0.22162769181807077,0.20002039502437619
transport,0.22248058846052546,0.13163318496767573
combining,0.222719644020598,-0.09095750001073755
generation,0.22597301131733089,-0.06446213085809865
generate,0.22598343811032284,-0.055515743926888156
maps,0.22610088125050187,0.024000380632777048
yield,0.22639571944516138,0.40474256562271477
varying,0.22730464686784627,0.15814001810107076
height,0.22742938099506343,0.4642829102366231
operational,0.22814716256478634,-0.171989919320948
channels,0.22982788232774926,-0.03798062408669738
enabled,0.23005994806239916,-0.19620735229250785
connected,0.2317353650849118,-0.113563089383672
security,0.23181675137632518,-0.2764873575065278
movements,0.23191634692960375,0.03757787509538611
manual,0.2320303798738921,-0.0735591552910075
prototypes,0.23344347828067952,-0.04832082501596295
www,0.23349446554170325,-0.044584163033306784
compounds,0.234003602221283,0.8491401599368382
fixed,0.23415208865579784,0.13361353736132783
natural language,0.23462245925713704,-0.34457416982641503
advancements,0.2346347259140841,-0.3484275001797198
corresponding,0.2349556539774679,0.16035554396350837
vision,0.2356560044840035,-0.1860873224778071
systems,0.2360439870918345,-0.13897226918847178
user,0.23620289499962685,-0.28091236054882057
operations,0.2364133070186837,-0.16694912358824676
reliable,0.23682519338107746,0.029321524455271898
organic,0.23741778832004923,0.5670762296084083
earth,0.23836122528620096,0.1855190443333087
retrieval,0.23840592832742413,-0.1693428228634307
dual,0.23911375944992438,0.01903389970255232
modeling,0.2393856485144969,-0.05666326990000878
verification,0.23940687474503342,-0.0933667235543799
cost,0.24035328565736214,-0.01226717913180768
differential,0.24035859362339784,0.2948736002701423
artificial,0.24132301968327136,-0.3397746609548204
mode,0.24253356554670216,0.08568410721527425
sequence,0.24301328409301495,0.23874972809185532
oil,0.24377597382328617,0.39158834923305125
introduce,0.24439805890921196,-0.12285433524532582
positioning,0.2446622021347971,-0.08208958701526621
industrial,0.24815704752580056,-0.0624639854213639
consumption,0.24840423895649774,0.057858660499822315
validation,0.24869190021939427,0.022312338847402587
activation,0.2495726435494856,0.2960275158879561
verified,0.25007711834122864,0.07156215823204744
operators,0.2510574365393748,-0.10818926384176504
concentration,0.2513051229745813,0.7066687091113514
minimize,0.2531255372346766,0.03185582489401076
water,0.25318991818129755,0.45392771088753536
min,0.253451535927466,0.538075589774364
remote,0.2553561539484001,-0.10348695007837551
chemical,0.25542942469760765,0.5651230336356216
sensitivity,0.2555012438519489,0.42276109474402646
transform,0.2588270795541587,-0.09192678731679223
similarity,0.25899036518667057,0.1300818131030147
concentrations,0.25900474348141816,0.870101096780545
stable,0.2591404189789278,0.2635382914395333
manufacturing,0.25919242563464057,-0.11162429613718139
transfer,0.2596197903311069,0.09318082526085048
ground,0.26017707255329847,0.1469372371409369
visualization,0.2627169226037397,-0.21202201591980027
widely used,0.26585973740259317,0.10478153082297244
analytics,0.26606871588205877,-0.44374967959055556
hci,0.2662717842761992,-0.3297761781397315
molecular,0.2678873813499116,0.7321787172432112
detected,0.2693287667957719,0.6466249889965778
processed,0.2699913291345047,0.11343591223881483
extracted,0.2716438099271954,0.16050572336486874
realistic,0.2723050552901733,-0.07772503258388036
capable,0.2728302581932192,-0.03734612167469843
estimate,0.27285525676911315,0.2926254080331245
achieved,0.27309825410813043,0.05174635229383757
performance,0.2737255187476557,-0.023968444130669588
induced,0.27417052177765466,0.4736210699635012
linear,0.274333022427576,0.21415897898574784
validate,0.27529448822131236,-0.00948781002787367
metrics,0.27601977707975534,-0.11421923951951501
monitor,0.27652056786636153,0.006741503437220642
capabilities,0.27747082977847004,-0.24805427643833622
block,0.27787653474123847,0.17684467864138917
execution,0.2795491818506316,-0.17960954594962283
power,0.2823187189297864,0.0027233075603478826
near,0.28302032734145277,0.23983713975095472
properties,0.28370040111741385,0.36440995718186286
memory,0.2850221238756757,-0.06118676583735279
train,0.2854726249917062,-0.0774727808791507
modules,0.2855241257287984,-0.17935794161767282
characterization,0.2856080478477058,0.4775662543562631
composite,0.2872408396189662,0.3344503817727509
automatically,0.2875693781358383,-0.1449458526838825
verify,0.28772032064584985,0.04205675684545307
spatial,0.28792099270238397,0.10697086452320154
separation,0.28811879370923155,0.3061149191830947
emissions,0.2894282558535107,0.15513153800971566
conventional,0.28971933008308204,0.08441939728129046
capture,0.29002362550637756,-0.040835176737272244
dynamic,0.2906856487362233,-0.0844200449171583
motor,0.29129149319669223,0.14243508511695557
operating,0.29156918752031336,0.020490175368581463
promising,0.29177961767751665,0.05834089574333822
optimize,0.29223559478336153,-0.11276245588605038
combines,0.29223774499428584,-0.1890330234079298
large scale,0.2927635185113494,0.0036202039012171766
filter,0.2930594734383068,0.05733463709452023
multi,0.295424834741614,-0.019717602683839354
enabling,0.2963710182878317,-0.2353002421595346
removal,0.29731407625635686,0.4629630875488386
raw,0.29742642460756874,0.2603142372084173
threshold,0.29950969785390397,0.2375258555241367
sequences,0.29984400989186755,0.24299966998557773
reconstruction,0.3002161730936655,0.07335292693411863
trained,0.3007784493613518,-0.029766097120288205
root,0.30182212405256803,0.3185681546700388
paper present,0.3031666329531007,-0.18622817620062992
calculation,0.3034088135168591,0.1745259347138
matching,0.30470445845023586,-0.0030278853354563377
predict,0.3057292015084357,0.13252782165800076
stability,0.3059424459178915,0.2242830466558674
boundary,0.3062122935694395,0.2128937127645792
adaptive,0.30721053823678,-0.18989217218329607
monitoring,0.3074099075173162,0.007928143465234214
efficiently,0.30955600739456146,-0.11834206249821404
cell,0.3101096616244292,0.5240628626008216
optimal,0.31443077751804155,0.0959797245992722
optimizing,0.3152062149876573,-0.12307388423232112
intuitive,0.3152800012249922,-0.30657855404708545
maximum,0.31529331679298034,0.3690055879061215
computer,0.3171509410928237,-0.19016197218330796
conversion,0.31782092139699714,0.2158808839708807
enables,0.3185037396466521,-0.18395608216054896
zero,0.3188240718723522,0.10900584662061874
vertical,0.32108223230765137,0.30170142395003774
connectivity,0.32113152294400654,-0.17238120932800371
leveraging,0.32333280160032246,-0.3353158266573926
faster,0.32343168129879607,0.003058041770497297
image,0.3251800502535885,-0.03639485610102455
input,0.32593085750147377,-0.0465411838485807
engine,0.3263913030004794,-0.1076595341718692
matrix,0.32705978089414506,0.20237197039859817
secure,0.32718132008416007,-0.33233006184975106
schemes,0.3272433300373965,-0.05402090552460008
efficiency,0.3281575462151104,-0.11061984169573233
fine,0.3283532437409691,0.056964230738318446
internet,0.3285742277568167,-0.3383602970651211
calculations,0.32866675811946516,0.2591459185342835
air,0.3287668389568113,0.2386863903335472
real,0.33171152422110556,-0.1883407090087033
improves,0.3328889766349531,-0.10655615521955371
fuzzy,0.3334583354138023,-0.09669723184598658
coupled,0.3336059746336516,0.20141822462573886
fast,0.33443398842663086,0.01732511619747674
cells,0.335211429672656,0.6584993510784497
heterogeneous,0.3352886615258047,-0.04636319526822129
introduces,0.33676266705702657,-0.21555014501652753
ubiquitous,0.33701000011392557,-0.2532395473027335
carbon,0.3374622262699215,0.34637127586612604
facial,0.33793136230803095,-0.10942494107617089
predictive,0.33900648127616473,-0.06403018315824717
robust,0.3394096982823027,-0.0805648822523182
fluid,0.34046047244591676,0.38061793617139134
array,0.34100481892653606,0.1013980078505431
flow,0.3410156710837126,0.21447926427892652
autonomous,0.3448021570533283,-0.21194315752194756
predicting,0.34522552587967137,0.12460465749943968
recognition,0.34561581374607364,-0.15009493880091554
integrates,0.34627289575635295,-0.26374742563180653
capability,0.34685165398623585,-0.0632983125646112
precise,0.34899971818881614,0.03338468510114779
processing,0.349116402606443,-0.10521763141251204
brain,0.3491637413550412,0.14773929484885917
output,0.35023285656652176,-0.000880509653167358
operation,0.35045457276818803,-0.011333917132514049
tree,0.35117514712786857,0.15886077329916826
superior,0.3516305832280637,0.09168944349810881
prototype,0.35253380237432286,-0.02930296794316722
degradation,0.35301951169452384,0.3595962638428764
density,0.35373225028014293,0.3614833918865786
blockchain,0.3539199383235154,-0.5121343999589897
scenarios,0.3539777099495905,-0.12317582897233993
transmission,0.35484503379288357,0.10372149983772268
images,0.3572058749949119,0.013980830287488038
http,0.3573048741092615,0.025721733483746845
clustering,0.35876589099897066,0.06733838364317324
interfaces,0.35959459899006835,-0.2604297580463436
accurate,0.35963667730333565,0.03780429024916783
applications,0.3617754611912785,-0.14569676410120275
curve,0.36200487862540376,0.2986730369133523
static,0.3633607045626613,0.006348892127556461
tracking,0.3638072628448281,-0.11649007149219667
efficient,0.36419915377279866,-0.10194616806235292
wave,0.3658032244292005,0.257551945160257
measurements,0.36711792151815736,0.3377449910301397
gas,0.3677253682891016,0.33877476673644036
